nsites,chemsys,volume,density,density_atomic,energy_per_atom,formation_energy_per_atom,is_stable,band_gap,cbm,vbm,efermi,is_gap_direct,is_metal,is_magnetic,ordering,total_magnetization,total_magnetization_normalized_vol,total_magnetization_normalized_formula_units,crystal_system,a,b,c,alpha,beta,gamma,element_1,element_2,element_3,atomic_num1,atomic_num2,atomic_num3
20,C-Ca-O,234.2438317,2.83803772,11.71219159,-7.879283517,-2.661072208,FALSE,4.1871,5.9854,1.7983,1.90528546,FALSE,FALSE,FALSE,NM,0.0045691,1.95E-05,0.001142275,Orthorhombic,5.016055,5.812071,8.034798,90,90,90,C,Ca,O,6,20,8
10,C-Ca-O,104.748996,3.173265881,10.4748996,-7.593784954,-2.375573646,FALSE,5.7242,8.1922,2.468,2.6148124,FALSE,FALSE,FALSE,NM,0.0001961,1.87E-06,9.81E-05,Orthorhombic,5.41857184,5.41857184,3.78627,90,90,109.5661688,C,Ca,O,6,20,8
20,C-Ca-O,248.7939356,2.672062035,12.43969678,-7.890947636,-2.672736328,FALSE,4.7183,5.7296,1.0113,1.19184021,TRUE,FALSE,FALSE,NM,0,0,0,Orthorhombic,4.43217633,6.59314591,8.51392996,90,90,90,C,Ca,O,6,20,8
20,C-Ca-O,244.9587937,2.71389657,12.24793968,-7.902769873,-2.684558565,FALSE,4.6975,5.8444,1.1469,1.1938785,FALSE,FALSE,FALSE,NM,0,0,0,Monoclinic,5.02851577,6.341896957,8.034803837,72.94075117,90,90,C,Ca,O,6,20,8
90,C-Ca-O,1174.590995,2.546901643,13.05101106,-7.895569251,-2.677357943,FALSE,4.9436,5.8021,0.8585,0.94641621,FALSE,FALSE,FALSE,NM,0.0407455,3.47E-05,0.002263638889,Hexagonal,7.283349892,7.283349892,25.567819,90,90,119.999999,C,Ca,O,6,20,8
15,C-Ca-O,191.627928,2.601889128,12.7751952,-7.896440147,-2.678228839,FALSE,4.9726,5.9789,1.0063,1.11155373,FALSE,FALSE,FALSE,NM,0.0002791,1.46E-06,9.30E-05,Monoclinic,5.040837189,5.040837189,8.744577876,89.3545317,89.3545317,59.59667762,C,Ca,O,6,20,8
20,C-Ca-O,306.4578396,2.169279895,15.32289198,-6.525864744,-1.307653435,FALSE,0.0064,1.5285,1.5221,1.52861651,TRUE,FALSE,FALSE,NM,0.0015485,5.05E-06,0.000387125,Orthorhombic,3.633017,7.76828,10.858715,90,90,90,C,Ca,O,6,20,8
10,C-Ca-O,118.8802314,2.796061304,11.88802314,-6.030930786,-0.812719478,FALSE,1.2546,4.5216,3.267,3.19457753,FALSE,FALSE,FALSE,NM,3.30E-06,2.78E-08,1.65E-06,Monoclinic,4.917823352,4.917823352,5.473712678,71.71716616,71.71716616,79.70982189,C,Ca,O,6,20,8
20,Ca-Ce-O,301.4083778,5.028686535,15.07041889,-14.64123906,-3.489064256,FALSE,2.3373,5.3576,3.0203,3.05587405,TRUE,FALSE,FALSE,NM,0.0001463,4.85E-07,3.66E-05,Orthorhombic,5.840719,6.06215,8.512602,90,90,90,Ca,Ce,O,20,58,8
5,Ca-Co-O,53.30553411,4.579540336,10.66110682,-6.677725452,-1.878563898,FALSE,0,,,3.63117301,FALSE,TRUE,TRUE,FM,2.8843039,0.05410890161,2.8843039,Cubic,3.76349,3.76349,3.76349,90,90,90,Ca,Co,O,20,27,8
20,Ca-Co-O,214.8525833,4.544787684,10.74262916,-6.772877062,-1.973715508,FALSE,0,,,2.58835756,FALSE,TRUE,TRUE,FM,4.0023788,0.01862848814,1.0005947,Orthorhombic,5.300495,5.412624,7.48887,90,90,90,Ca,Co,O,20,27,8
5,Ca-Co-O,97.80442736,2.495948804,19.56088547,-6.354939556,-1.555778002,FALSE,0,,,-0.70499731,FALSE,TRUE,TRUE,FM,3.000326,0.03067679123,3.000326,Monoclinic,3.176926348,3.176926348,9.795631959,84.06621218,84.06621218,89.9562329,Ca,Co,O,20,27,8
20,Ca-Cr-O,220.3173952,4.222917143,11.01586976,-7.918786054,-2.61569835,FALSE,0.4069,3.5992,3.1923,3.2528849,FALSE,FALSE,TRUE,FM,8.0012736,0.03631703067,2.0003184,Orthorhombic,5.333433,5.472255,7.54876,90.00058264,90.00018461,90.0004452,Ca,Cr,O,20,24,8
5,Ca-Cu-O,55.02966228,4.575252255,11.00593246,-8.70438447,-1.550976215,FALSE,0,,,3.3724488,FALSE,TRUE,FALSE,NM,0.069038,0.001254559762,0.069038,Cubic,3.803636,3.803636,3.803636,90,90,90,Ca,Cu,O,20,29,8
5,Ca-Fe-O,56.4732736,4.231856237,11.29465472,-7.2402726,-2.173790149,FALSE,0,,,3.31896132,FALSE,TRUE,TRUE,FM,4.0602088,0.07189611194,4.0602088,Cubic,3.83661,3.83661,3.83661,90,90,90,Ca,Fe,O,20,26,8
20,Ca-Fe-O,226.6302731,4.218090935,11.33151365,-7.287799435,-2.221316983,FALSE,0.0607,2.7383,2.6776,2.73829756,FALSE,FALSE,TRUE,FM,15.999247,0.07059624817,3.99981175,Monoclinic,5.370985061,5.502777005,7.669601041,89.99956389,88.82901138,90.00498281,Ca,Fe,O,20,26,8
20,Ca-Fe-O,227.3429585,4.204867865,11.36714793,-7.23952913,-2.173046678,FALSE,0,,,3.15776271,FALSE,TRUE,TRUE,FM,16.4426158,0.07232515979,4.11065395,Orthorhombic,5.434047024,6.655142497,6.655120537,70.83781826,90.0010461,90.00102779,Ca,Fe,O,20,26,8
20,Ca-Fe-O,210.9595825,4.531422983,10.54797912,-7.292419852,-2.2259374,TRUE,0,,,2.99028011,FALSE,TRUE,TRUE,FM,15.5379632,0.07365374457,3.8844908,Orthorhombic,5.29247074,5.32339252,7.48776665,90.00018674,89.99978053,89.99997506,Ca,Fe,O,20,26,8
5,Ca-Ga-Pt,96.63892594,7.634904639,19.32778519,-4.086931,-0.6547267465,TRUE,0,,,3.88794098,FALSE,TRUE,FALSE,NM,0,0,0,Tetragonal,6.188460025,6.188460025,6.188460025,140.1066656,140.1066656,57.69137786,Ca,Ga,Pt,20,31,78
40,Au-Ca-Ga,777.0655254,11.97881888,19.42663814,-34.66925953,-0.6220695138,TRUE,0,,,4.62442621,FALSE,TRUE,FALSE,NM,1.00E-07,1.29E-10,1.25E-08,Cubic,9.193679421,9.19358456,9.19355357,89.99964078,90.00072392,89.99886314,Au,Ca,Ga,79,20,31
5,Ca-Ge-O,54.14902551,4.928537979,10.8298051,-10.13300056,-2.374555993,FALSE,0.5017,5.2999,4.7982,4.9808505,FALSE,FALSE,FALSE,NM,4.84E-05,8.94E-07,4.84E-05,Cubic,3.783237,3.783237,3.783237,90,90,90,Ca,Ge,O,20,32,8
30,Ca-Ge-O,436.382332,3.669381308,14.54607773,-10.2951892,-2.536744629,FALSE,3.4813,4.4209,0.9396,0.99769346,FALSE,FALSE,FALSE,NM,0,0,0,Triclinic,7.314616387,7.557449301,8.147430831,103.4819701,94.72958118,90.10958549,Ca,Ge,O,20,32,8
80,Ca-Ge-O,969.4508786,4.404564021,12.11813598,-10.28936608,-2.530921512,FALSE,2.5121,4.4006,1.8885,1.96150949,FALSE,FALSE,FALSE,NM,3.00E-06,3.09E-09,1.88E-07,Tetragonal,10.79928468,10.79925874,10.79935735,109.1442465,109.1441852,110.1265634,Ca,Ge,O,20,32,8
30,Ca-Ge-O,438.5384045,3.651340809,14.61794682,-10.27370114,-2.515256565,FALSE,3.2925,3.9722,0.6797,0.74951933,FALSE,FALSE,FALSE,NM,0.0008179,1.87E-06,0.0001363166667,Monoclinic,7.013544285,7.013544285,10.99971611,71.9917261,71.9917261,60.20347937,Ca,Ge,O,20,32,8
30,Ca-Ge-O,418.5711257,3.825522293,13.95237086,-10.28286104,-2.524416466,FALSE,3.3911,4.3405,0.9494,1.011549,TRUE,FALSE,FALSE,NM,0.0006995,1.67E-06,0.0001165833333,Triclinic,6.894019,6.950974516,9.566735408,69.97294637,84.05837557,76.43688648,Ca,Ge,O,20,32,8
20,Ca-Ge-O,216.4272089,4.932384059,10.82136044,-10.19639666,-2.437952088,FALSE,2.0287,6.0954,4.0667,4.23435723,FALSE,FALSE,FALSE,NM,1.15E-05,5.31E-08,2.88E-06,Orthorhombic,5.33181,5.374453,7.552712,90,90,90,Ca,Ge,O,20,32,8
5,Ca-H-Pd,50.92933492,4.875124009,10.18586698,-8.642100878,-0.5692839752,TRUE,0,,,4.95297922,FALSE,TRUE,FALSE,NM,7.20E-06,1.41E-07,7.20E-06,Cubic,3.70671619,3.70671619,3.70671619,90,90,90,Ca,H,Pd,20,1,46
5,Ca-Hf-O,67.2706754,6.580037829,13.45413508,-17.58684521,-3.572513073,FALSE,3.6612,6.133,2.4718,2.60551419,FALSE,FALSE,FALSE,NM,0,0,0,Cubic,4.06701021,4.06701021,4.06701021,90,90,90,Ca,Hf,O,20,72,8
20,Ca-Hf-O,252.2913382,7.017975204,12.61456691,-17.74693212,-3.732599987,TRUE,4.4855,6.657,2.1715,2.26463076,TRUE,FALSE,FALSE,NM,0,0,0,Orthorhombic,5.54646636,5.72177289,7.94978423,90,90,90,Ca,Hf,O,20,72,8
20,Ca-Hf-S,441.8930365,4.731246841,22.09465182,-17.27985639,-2.020915121,FALSE,1.5238,4.9406,3.4168,3.54553747,TRUE,FALSE,FALSE,NM,0.0024856,5.62E-06,0.0006214,Orthorhombic,6.560269,7.017853,9.598232,90,90,90,Ca,Hf,S,20,72,16
5,Ca-Hg-O,73.60014686,6.512779156,14.72002937,-15.91661611,-1.059005755,FALSE,0,,,1.59443645,FALSE,TRUE,FALSE,NM,0.0003943,5.36E-06,0.0003943,Cubic,4.190761,4.190761,4.190761,90,90,90,Ca,Hg,O,20,80,8
5,Ca-Ho-O,80.13702099,5.242610786,16.0274042,-14.39132204,-2.831004201,FALSE,0,,,1.4047186,FALSE,TRUE,TRUE,FM,0.9998491,0.01247674405,0.9998491,Cubic,4.311328,4.311328,4.311328,90,90,90,Ca,Ho,O,20,67,8
10,Br-Ca-In,327.8737264,3.997038781,32.78737264,-3.759740196,-1.874968473,TRUE,2.8725,3.8071,0.9346,0.8448708,FALSE,FALSE,FALSE,NM,0,0,0,Orthorhombic,4.26679345,7.372794095,10.88832447,90,90,106.8196805,Br,Ca,In,35,20,49
10,Ca-I-In,409.7901297,4.340760235,40.97901297,-3.243666941,-1.406692406,FALSE,2.7835,4.8865,2.103,2.10652133,FALSE,FALSE,FALSE,NM,6.98E-05,1.70E-07,3.49E-05,Orthorhombic,7.911487531,7.911487531,11.725476,90,90,146.0575064,Ca,I,In,20,53,49
5,Ca-In-O,72.13462947,4.670624192,14.42692589,-11.36927876,-1.869511627,FALSE,0,,,3.47307318,FALSE,TRUE,FALSE,NM,0.6713848,0.009307385439,0.6713848,Cubic,4.162759,4.162759,4.162759,90,90,90,Ca,In,O,20,49,8
5,Ca-Ir-O,61.7926742,7.532249004,12.35853484,-6.932980098,-1.792815052,FALSE,0,,,5.55236495,FALSE,TRUE,FALSE,NM,0.2740433,0.004434883318,0.2740433,Cubic,3.953475,3.953475,3.953475,90,90,90,Ca,Ir,O,20,77,8
10,Ca-Ir-O,128.7354492,7.230919094,12.87354492,-6.91619666,-1.776031614,FALSE,0,,,4.06378661,FALSE,TRUE,TRUE,FM,2.6640903,0.02069430229,1.33204515,Orthorhombic,6.542983356,6.542983356,5.591699,90,90,147.4675195,Ca,Ir,O,20,77,8
10,Ca-Ir-O,113.0820414,8.231860745,11.30820414,-6.585585473,-1.445420427,FALSE,0,,,5.79127875,FALSE,TRUE,FALSE,NM,0.000811,7.17E-06,0.0004055,Orthorhombic,5.585373796,5.585373796,7.49632,90,90,151.0825096,Ca,Ir,O,20,77,8
10,Ca-Ir-O,114.2187219,8.149939013,11.42187219,-7.239532932,-2.099367886,TRUE,0,,,5.1646301,FALSE,TRUE,TRUE,FM,2.0033388,0.01753949587,1.0016694,Orthorhombic,3.182001621,5.150852811,7.32723054,89.99995359,89.99999425,107.9952983,Ca,Ir,O,20,77,8
20,Ca-Ir-O,228.6900073,8.140938279,11.43450037,-7.215037713,-2.074872667,FALSE,0,,,4.95910172,FALSE,TRUE,TRUE,FM,1.6249161,0.007105321823,0.406229025,Orthorhombic,5.298261924,5.64499097,7.646285572,89.99907159,90.00427439,89.99947027,Ca,Ir,O,20,77,8
5,Ca-La-O,91.41240613,4.123203254,18.28248123,-13.50229259,-2.569287493,FALSE,0,,,3.58229549,FALSE,TRUE,TRUE,FM,0.9999999,0.01093943309,0.9999999,Cubic,4.504726,4.504726,4.504726,90,90,90,Ca,La,O,20,57,8
5,Ca-Mg-O,61.40444466,3.039085753,12.28088893,-5.924580274,-2.226008061,FALSE,0,,,2.11586694,FALSE,TRUE,TRUE,FM,2.0050385,0.03265298646,2.0050385,Cubic,3.945178,3.945178,3.945178,90,90,90,Ca,Mg,O,20,12,8
5,Ca-Mn-O,54.94637069,4.322045986,10.98927414,-7.621263018,-2.41638175,FALSE,0,,,3.45498413,FALSE,TRUE,TRUE,FM,3.153875,0.05739915048,3.153875,Cubic,3.801716,3.801716,3.801716,90,90,90,Ca,Mn,O,20,25,8
20,Ca-Mn-O,231.9933662,4.094612614,11.59966831,-7.618064101,-2.413182834,FALSE,0,3.7208,3.76,3.72714729,TRUE,TRUE,TRUE,FM,12.0013055,0.05173124429,3.000326375,Hexagonal,5.390920286,5.390920286,9.217627,90,90,120.0000035,Ca,Mn,O,20,25,8
20,Ca-Mn-O,218.0204368,4.35703633,10.90102184,-7.702737702,-2.497856434,FALSE,0.4686,3.2177,2.7491,2.96979386,TRUE,FALSE,TRUE,FM,12.0051162,0.05506417828,3.00127905,Orthorhombic,5.333444,5.398953,7.571465,90,90,90,Ca,Mn,O,20,25,8
10,Ca-Mo-N,134.2718824,4.403590911,13.42718824,-8.318599774,-0.745383129,FALSE,0,,,5.37432576,FALSE,TRUE,TRUE,FM,1.1015774,0.008204081007,0.5507887,Orthorhombic,3.535271,4.295757,8.841433,90,90,90,Ca,Mo,N,20,42,7
10,Ca-Mo-N,140.0983293,4.22045319,14.00983293,-8.365483229,-0.792266584,TRUE,0.5679,4.8173,4.2494,4.10739211,FALSE,FALSE,FALSE,NM,0,0,0,Monoclinic,3.704049496,6.379600389,6.404047547,104.0936233,106.8098229,90.00000429,Ca,Mo,N,20,42,7
10,Ca-Mo-N,157.6111729,3.751500797,15.76111729,-8.338714055,-0.76549741,FALSE,0,,,4.30994042,FALSE,TRUE,TRUE,FM,1.1298263,0.007168440405,0.56491315,Monoclinic,3.581524,4.403808,10.17818471,79.05024373,90,90,Ca,Mo,N,20,42,7
20,Ca-Mo-O,251.8958582,4.852260632,12.59479291,-8.148709528,-2.607101296,FALSE,1.0948,5.5732,4.4784,4.50165361,FALSE,FALSE,TRUE,FM,7.9998712,0.03175864525,1.9999678,Triclinic,5.504775,5.730315556,7.986219259,89.80294805,89.89011788,89.27278409,Ca,Mo,O,20,42,8
20,Ca-Mo-O,238.5442392,5.12384772,11.92721196,-8.152042065,-2.610433833,FALSE,1.1316,5.5158,4.3842,5.51570262,FALSE,FALSE,TRUE,FM,7.9962501,0.0335210363,1.999062525,Orthorhombic,5.42516888,5.631893148,7.807307135,89.99840329,90,90,Ca,Mo,O,20,42,8
20,Ca-Mo-O,251.5395902,4.859133129,12.57697951,-8.158404337,-2.616796106,TRUE,1.3335,5.6127,4.2792,4.33355657,FALSE,FALSE,TRUE,FM,8.0000755,0.03180443879,2.000018875,Monoclinic,5.526326,5.750526,7.915666603,89.38257035,90,90,Ca,Mo,O,20,42,8
20,Ca-Cl-N,535.5050253,1.990069331,26.77525127,-7.783891576,-0.8590193635,FALSE,1.4827,2.8777,1.395,1.48655389,TRUE,FALSE,FALSE,NM,0.0029269,5.47E-06,0.000731725,Orthorhombic,7.547444,7.846647,9.042313,90,90,90,Ca,Cl,N,20,17,7
20,Ca-Nb-O,253.6735706,4.738824684,12.68367853,-8.547165728,-3.15442651,FALSE,0,,,5.96437523,FALSE,TRUE,FALSE,NM,0.0079962,3.15E-05,0.00199905,Orthorhombic,5.558866,5.716317,7.983121,90,90,90,Ca,Nb,O,20,41,8
5,Ca-H-Ni,43.03193756,3.928127553,8.606387512,-4.15538169,-0.5611345148,TRUE,0,,,5.68914589,FALSE,TRUE,FALSE,NM,1.00E-07,2.32E-09,1.00E-07,Cubic,3.50426521,3.50426521,3.50426521,90,90,90,Ca,H,Ni,20,1,28
20,Ca-Ni-O,219.3105701,4.445141965,10.9655285,-6.295551389,-1.767045843,FALSE,0,,,2.93116246,FALSE,TRUE,TRUE,FiM,0.0200601,9.15E-05,0.005015025,Orthorhombic,5.366558,5.410364,7.553309,90,90,90,Ca,Ni,O,20,28,8
10,Ca-Ni-O,111.930057,4.354802653,11.1930057,-6.278679832,-1.750174286,FALSE,1.2293,4.7365,3.5072,3.6274048,FALSE,FALSE,FALSE,NM,2.00E-07,1.79E-09,1.00E-07,Hexagonal,4.788972,5.195016148,5.195016,60.00000094,90,90,Ca,Ni,O,20,28,8
5,Ca-O-Os,61.73117507,7.48630359,12.34623501,-7.591910918,-1.973959222,FALSE,0,,,6.26188837,FALSE,TRUE,TRUE,FM,1.0544156,0.01708076347,1.0544156,Cubic,3.952163,3.952163,3.952163,90,90,90,Ca,O,Os,20,8,76
20,Ca-O-Os,235.8143206,7.839020401,11.79071603,-7.761224284,-2.143272588,FALSE,0,,,5.40668256,FALSE,TRUE,TRUE,FM,2.3866167,0.0101207454,0.596654175,Orthorhombic,5.389272,5.638784,7.759873,90,90,90,Ca,O,Os,20,8,76
20,Ca-P-S,443.7788177,2.503227022,22.18894089,-9.265458472,-1.23638502,TRUE,3.0848,6.0395,2.9547,3.00210138,TRUE,FALSE,FALSE,NM,0,0,0,Monoclinic,6.579950775,7.32515142,9.213030585,90,92.03948297,90,Ca,P,S,20,15,16
20,Ca-P-Se,507.1679982,4.032846887,25.35839991,-12.84699504,-1.051984898,TRUE,1.9014,4.5712,2.6698,2.58332813,FALSE,FALSE,FALSE,NM,0,0,0,Monoclinic,6.909170598,7.58328821,9.685920495,90,92.02960714,90,Ca,P,Se,20,15,34
20,Ca-O-Pb,275.2729661,7.12482119,13.76364831,-6.285639986,-2.170632363,FALSE,0.9332,4.2093,3.2761,3.35563111,FALSE,FALSE,FALSE,NM,0,0,0,Orthorhombic,5.67798819,5.92801194,8.17824295,90,90,90,Ca,O,Pb,20,8,82
5,C-Ca-Pd,78.49247309,7.856027456,15.69849462,-5.548325868,-0.1935437075,FALSE,0,,,4.84586978,FALSE,TRUE,FALSE,NM,4.12E-05,5.25E-07,4.12E-05,Cubic,4.281632,4.281632,4.281632,90,90,90,C,Ca,Pd,6,20,46
20,Ca-O-Pr,326.0225186,4.665157858,16.30112593,-13.78627429,-2.921433959,FALSE,0,,,1.41189001,FALSE,TRUE,TRUE,FM,3.9994326,0.01226735079,0.99985815,Orthorhombic,6.1052,6.322415,8.446265,90,90,90,Ca,O,Pr,20,8,59
10,Ca-O-Pt,114.9423683,8.18146661,11.49423683,-17.08367835,-1.802085913,TRUE,1.2953,5.5217,4.2264,4.37077874,FALSE,FALSE,FALSE,NM,0,0,0,Orthorhombic,3.149575091,5.196789837,7.36890555,89.99999908,90.0000026,107.6372847,Ca,O,Pt,20,8,78
20,Ca-N-Re,312.5301702,5.702247562,15.62650851,-8.6288227,-0.7351132355,TRUE,1.5174,3.3894,1.872,1.77720077,FALSE,FALSE,FALSE,NM,0,0,0,Monoclinic,7.343440263,7.343440263,6.214030245,75.07436504,75.07436504,83.70051548,Ca,N,Re,20,7,75
5,Ca-O-Rh,61.82709777,5.129345955,12.36541955,-11.49305833,-1.681763551,FALSE,0,,,4.07299544,FALSE,TRUE,TRUE,FM,1.3301973,0.02151479445,1.3301973,Cubic,3.954209,3.954209,3.954209,90,90,90,Ca,O,Rh,20,8,45
10,Ca-O-Rh,111.3420909,5.69654425,11.13420909,-11.75039081,-1.939096027,TRUE,0,,,4.01795304,FALSE,TRUE,TRUE,FM,1.9944838,0.01791311609,0.9972419,Orthorhombic,3.113141821,5.142154487,7.29758608,90.00054491,90.00018984,107.6181484,Ca,O,Rh,20,8,45
20,Ca-O-Rh,226.307363,5.605342568,11.31536815,-11.72536432,-1.914069542,FALSE,0,,,3.66292874,FALSE,TRUE,TRUE,FM,3.9806026,0.01758936407,0.99515065,Orthorhombic,5.30813379,5.58872343,7.62858879,90,90,90,Ca,O,Rh,20,8,45
30,Ca-O-Rh,335.7858589,5.666693199,11.19286196,-11.74526044,-1.933965664,FALSE,0,,,4.00400041,FALSE,TRUE,TRUE,FiM,0.1026814,0.000305794295,0.01711356667,Monoclinic,3.1331254,8.874790776,12.45363577,104.1440927,90,90,Ca,O,Rh,20,8,45
5,Ca-O-Ru,60.67733083,5.176309671,12.13546617,-11.99950209,-1.930545973,FALSE,0,,,5.18527537,FALSE,TRUE,TRUE,FM,1.9167293,0.03158888623,1.9167293,Cubic,3.929544,3.929544,3.929544,90,90,90,Ca,O,Ru,20,8,44
20,Ca-O-Ru,227.7433092,5.516467738,11.38716546,-12.16473548,-2.09577937,TRUE,0,,,4.6024392,FALSE,TRUE,TRUE,FM,7.9989245,0.03512254445,1.999731125,Orthorhombic,5.35225118,5.54761917,7.67012603,90,90,90,Ca,O,Ru,20,8,44
20,Ca-O-Sb,276.5959215,5.038992705,13.82979607,-6.632514746,-2.434236288,FALSE,0,,,6.40975372,FALSE,TRUE,FALSE,NM,2.14E-05,7.74E-08,5.35E-06,Monoclinic,8.156452,5.723962,5.924502994,89.74867931,90,90,Ca,O,Sb,20,8,51
20,Ca-O-Sb,273.7490171,5.091396657,13.68745086,-6.624212062,-2.425933605,FALSE,0,,,6.36515567,FALSE,TRUE,FALSE,NM,0.0167741,6.13E-05,0.004193525,Orthorhombic,5.682461,5.900124,8.164977,90,90,90,Ca,O,Sb,20,8,51
5,Ca-O-Sc,68.15474942,3.241227075,13.63094988,-10.25911681,-2.995370284,FALSE,0,,,2.14051879,FALSE,TRUE,TRUE,FM,1.0012219,0.01469042009,1.0012219,Cubic,4.084749,4.084749,4.084749,90,90,90,Ca,O,Sc,20,8,21
20,Ca-O-Se,284.2313548,3.90344177,14.21156774,-9.902629453,-2.056268352,TRUE,4.2602,6.0418,1.7816,1.86459675,FALSE,FALSE,FALSE,NM,0,0,0,Monoclinic,6.393451796,6.694465492,6.80623043,90,90,102.6581409,Ca,O,Se,20,8,34
20,Ca-O-Se,288.9732092,3.839388938,14.44866046,-9.880803508,-2.034442407,FALSE,4.1407,5.9231,1.7824,1.86764593,FALSE,FALSE,FALSE,NM,0,0,0,Orthorhombic,5.38834087,6.42879274,8.34205588,90,90,90,Ca,O,Se,20,8,34
5,Ca-Ir-Si,86.74361442,6.059767464,17.34872288,-6.058008302,-0.634010672,TRUE,0,,,7.37293529,FALSE,TRUE,FALSE,NM,0,0,0,Tetragonal,5.762805691,5.762805691,5.762805691,137.3753047,137.3753047,61.8611082,Ca,Ir,Si,20,77,14
5,Ca-Pt-Si,88.07321688,6.022340465,17.61464338,-17.65388211,-0.684421231,TRUE,0,,,7.51326303,FALSE,TRUE,FALSE,NM,0,0,0,Tetragonal,5.759354076,5.759354076,5.759354076,136.9076574,136.9076574,62.58016051,Ca,Pt,Si,20,78,14
20,Ca-O-Si,188.0376543,4.103242866,9.401882716,-9.78868481,-3.049882836,FALSE,3.6218,9.8549,6.2331,6.24123447,FALSE,FALSE,FALSE,NM,0,0,0,Cubic,6.251087412,6.251087412,6.251087412,109.4712206,109.4712206,109.4712206,Ca,O,Si,20,8,14
30,Ca-O-Si,410.0947288,2.822143676,13.66982429,-10.0121034,-3.273301428,FALSE,4.7336,6.3478,1.6142,1.68831187,FALSE,FALSE,FALSE,NM,0.0008849,2.16E-06,0.0001474833333,Monoclinic,6.909451753,6.909451753,10.61770469,71.70554429,71.70554429,60.25371636,Ca,O,Si,20,8,14
10,Ca-O-Si,94.00639676,4.103785435,9.400639676,-9.788701334,-3.04989936,FALSE,3.5146,9.7799,6.2653,6.34687789,FALSE,FALSE,FALSE,NM,1.50E-06,1.60E-08,7.50E-07,Tetragonal,5.092994,5.092994,3.624191,90,90,90,Ca,O,Si,20,8,14
10,Ca-O-Si,93.95182669,4.106169038,9.395182669,-9.79111666,-3.052314686,FALSE,3.6891,9.8184,6.1293,6.22700127,TRUE,FALSE,FALSE,NM,0,0,0,Tetragonal,5.115179346,5.115179346,5.115179346,120.4727606,120.4727606,89.18308661,Ca,O,Si,20,8,14
20,Ca-O-Si,187.9893604,4.104296977,9.39946802,-9.788726487,-3.049924513,FALSE,3.5299,9.786,6.2561,6.41174094,FALSE,FALSE,FALSE,NM,0,0,0,Cubic,6.250552208,6.250552208,6.250552208,109.4712206,109.4712206,109.4712206,Ca,O,Si,20,8,14
30,Ca-O-Si,390.2425616,2.965709944,13.00808539,-10.00948009,-3.270678118,FALSE,4.7337,6.8121,2.0784,2.16051419,TRUE,FALSE,FALSE,NM,4.80E-06,1.23E-08,8.00E-07,Triclinic,6.740481,6.786039015,9.41212948,69.27390832,83.66219587,75.81084709,Ca,O,Si,20,8,14
30,Ca-O-Si,398.6826269,2.902926206,13.2894209,-10.03241709,-3.293615112,TRUE,4.8413,6.357,1.5157,1.65505433,FALSE,FALSE,FALSE,NM,0,0,0,Triclinic,7.084383563,7.325270901,7.933160089,103.3979812,95.28069284,90.04923166,Ca,O,Si,20,8,14
20,Ca-O-Si,187.8658981,4.106994251,9.393294906,-9.788706754,-3.04990478,FALSE,3.5088,9.7828,6.274,6.37999571,FALSE,FALSE,FALSE,NM,0.000331,1.76E-06,8.28E-05,Tetragonal,6.249192301,6.249192301,6.249192301,109.4034919,109.4034919,109.6067632,Ca,O,Si,20,8,14
10,Ca-O-Si,93.99326291,4.104358864,9.399326291,-9.791308039,-3.052506065,FALSE,5.366,11.5096,6.1436,6.23972739,TRUE,FALSE,FALSE,NM,0,0,0,Orthorhombic,5.098644724,5.098644724,5.098644724,119.929382,119.6868353,90.33281573,Ca,O,Si,20,8,14
20,Ca-O-Si,188.0809592,4.10229811,9.404047961,-9.791188453,-3.052386479,FALSE,5.6854,11.7012,6.0158,6.11950273,TRUE,FALSE,FALSE,NM,0,0,0,Orthorhombic,5.101694,5.115749,7.206447,90,90,90,Ca,O,Si,20,8,14
60,Ca-O-Si,819.3157372,2.825153217,13.65526229,-10.01220065,-3.273398677,FALSE,4.708,6.3588,1.6508,1.75330808,TRUE,FALSE,FALSE,NM,0.0001083,1.32E-07,9.03E-06,Monoclinic,6.917114322,6.917114322,19.79627122,89.67195844,89.67195844,120.1103671,Ca,O,Si,20,8,14
60,Ca-O-Si,797.3329242,2.903043911,13.28888207,-10.03240281,-3.293600836,FALSE,4.9087,6.4168,1.5081,1.53086299,FALSE,FALSE,FALSE,NM,0,0,0,Monoclinic,7.32539354,7.084213615,15.43457976,84.53615567,90,90,Ca,O,Si,20,8,14
5,Ca-O-Si,46.96632582,4.107007255,9.393265164,-9.788213544,-3.04941157,FALSE,3.4579,9.7643,6.3064,6.49469826,FALSE,FALSE,FALSE,NM,7.78E-05,1.66E-06,7.78E-05,Cubic,3.607964,3.607964,3.607964,90,90,90,Ca,O,Si,20,8,14
60,Ca-O-Si,1157.936336,1.998980788,19.29893894,-9.682069961,-2.943267987,FALSE,2.9075,3.0358,0.1283,0.1971127,FALSE,FALSE,FALSE,NM,0.0250882,2.17E-05,0.002090683333,Monoclinic,9.57996,8.363182,14.75996888,78.28884122,90,90,Ca,O,Si,20,8,14
10,Ca-O-Sn,173.2734729,3.963406029,17.32734729,-5.779489395,-1.605096815,FALSE,0.7363,5.2085,4.4722,4.47223609,FALSE,FALSE,FALSE,NM,0.000127,7.33E-07,6.35E-05,Triclinic,13.06997291,9.534047113,6.457878441,138.0015188,160.9388728,42.29965163,Ca,O,Sn,20,8,50
